lu,lang,swefn_lu_id,gfol_lu_id,dicoenviro_lu_id,dicoinfo_lu_id,germanfn_lu_id,brasilfn_lu_id,spanishfn_lu_id,bfn_lu_id
beritten,de,,,,,874,,,
beruf,de,,1466 1523,,,,,,
berufen,de,,,,,809,,,
berufung einlegen,de,,,,,330,,,
beruhigen,de,,,,,331 692 2325,,,
berühmt,de,,,,,334,,,
beschädigen,de,,,,,343,,,
beschäftigen,de,,,,,358 693 1538,,,
beschäftigter,de,,,,,359,,,
beschießen,de,,,,,2309,,,
beschleunigen,de,,,,,774,,,
beschließen,de,,496,,,70 1563,,,
beschränken,de,,,,,293,,,
beschreiben,de,,,,,958,,,
besen,de,,249 302,,,,,,
besenwirtschaft,de,,652,,,,,,
besetzen,de,,,,,224,,,
besetzung,de,,,,,225,,,
besichtigen,de,,,,,375 2143,,,
besiedeln,de,,,,,1260,,,
besitzen,de,,,,,363 969,,,
besitztum,de,,,,,364,,,
besorgen,de,,,,,35,,,
bespritzen,de,,,,,863,,,
bestätigen,de,,,,,373,,,
bestätigen als,de,,,,,812,,,
bestätigung,de,,,,,548,,,
bestaunen,de,,,,,2144,,,
bestehen,de,,829 910,,,2224,,,
besteigen,de,,,,,13 895,,,
bestellen,de,,443,,,1352,,,
bestellen zu,de,,,,,810,,,
bestimmen,de,,,,,811 1214 1321 1919,,,
bestimmt,de,,,,,1741,,,
bestrafen,de,,,,,321,,,
bestreichen,de,,,,,959,,,
besuchen,de,,,,,376,,,
betrachten,de,,,,,1215 2145,,,
betrinken,de,,,,,1773,,,
betrug,de,,,,,1058,,,
betrügen,de,,,,,18,,,
bett,de,,250 327,,,,,,
bevölkern,de,,,,,1261,,,
bewaffnet,de,,,,,2119,,,
bewahren,de,,,,,1643,,,
bewegen,de,,,,,392 451 565 694 907 1122 2277 2404,,,
bewegen zu,de,,,,,2051,,,
bewerben,de,,1467 1499,,,2217,,,
bewerbung,de,,1468 1500,,,,,,
bewirtschaften,de,,,,,1353,,,
bewusstlos,de,,1258 1290,,,633,,,
bewusstsein,de,,1259 1291,,,,,,
bezahlen,de,,1469 1524,,,1074,,,
bezeichnen,de,,,,,1244,,,
beziehung,de,,1146 1219,,,,,,
bh,de,,351,,,,,,
bibliothek,de,,830,,,,,,
bier,de,,783,,,,,,
biergarten,de,,653,,,,,,
bieten,de,,,,,2018 2163,,,
bikini,de,,352,,,307,,,
bilden,de,,,,,115 264 490 816,,,
billig,de,,154 190,,,,,,
billigflieger,de,,1353 1402,,,,,,
binden,de,,,,,1252 1924,,,
bindung,de,,,,,1931,,,
birne,de,,532 687,,,,,,
bissig,de,,222,,,,,,
bitten,de,,444,,,,,,
bitter,de,,1294,,,336,,,
bleiben,de,,,,,96 2359,,,
blicken,de,,,,,2123,,,
blockieren,de,,,,,2319,,,
blumenkohl,de,,533 688,,,,,,
blumig,de,,1295,,,,,,
bluse,de,,353,,,,,,
bogen,de,,,,,2113,,,
bohne,de,,534 689,,,,,,
bolzen,de,,,,,1932,,,
bonbon,de,,535 690,,,,,,
boot,de,,1354 1403,,,,,,
böse,de,,223,,,,,,
böse (auf jmdn. sein),de,,973 1038,,,,,,
boshaft,de,,224,,,,,,
boxershorts (pl.),de,,354,,,,,,
brandanschlag,de,,,,,505,,,
brandstiftung,de,,,,,506,,,
braten,de,,,,,1255 2250,,,
bratkartoffel,de,,536 691,,,,,,
brauchen,de,,,,,523 797 2086,,,
brechen,de,,,,,280 327 618 1661 1996,,,
bremse,de,,1355 1433,,,,,,
bremsen,de,,,,,269,,,
brennen,de,,,,,344 508 667 853 936 1382 1662 2159 2176,,,
brezel,de,,537 692,,,,,,
brille,de,,431,,,247,,,
bringen,de,,,,,513 641 1430 1499 2052 2207 2405,,,
bringen um,de,,,,,371,,,
brite,de,,,,,1484,,,
brodeln,de,,,,,668,,,
brokkoli,de,,538 693,,,,,,
brosche,de,,432,,,248,,,
brot,de,,539 694,,,,,,
brötchen,de,,540 695,,,,,,
bruder,de,,1062,,,,,,
brust,de,,113,,,,,,
brutzeln,de,,,,,2251,,,
buch,de,,,,,219 1822,,,
buchhaltung,de,,,,,220,,,
büffeln,de,,831 883,,,,,,
bügelbrett,de,,251 303,,,,,,
bügeleisen,de,,252 304,,,,,,
bügeln,de,,253 328,,,,,,
bummeln,de,,,,,566,,,
bündnis,de,,,,,107,,,
bürger,de,,,,,1482,,,
bürste,de,,254 305 1119,,,,,,
bürsten,de,,,,,726 1345,,,
bürsten (die haare bürsten),de,,1120,,,,,,
bus,de,,1356 1404,,,,,,
büßen,de,,,,,1795,,,
butter,de,,541 696,,,,,,
cabrio,de,,1357 1405,,,,,,
café,de,,654,,,,,,
cafeteria,de,,655,,,,,,
chance,de,,,,,637 2167,,,
chaos,de,,,,,509,,,
chaotisch,de,,,,,510,,,
chartern,de,,,,,1405,,,
chef,de,,1470 1525,,,,,,
chillen,de,,1236,,,,,,
chinese,de,,656,,,,,,
clique,de,,1147 1189,,,,,,
cola,de,,784,,,,,,
cool,de,,,,,1521,,,
cousin,de,,1063,,,,,,
cousine / kusine,de,,1064,,,,,,
creme,de,,1121,,,,,,
dach,de,,,,,168,,,
dagegen,de,,,,,1701,,,
dahinterstecken,de,,,,,1922,,,
darstellen,de,,,,,1216 1245 1720,,,
darsteller,de,,,,,1191,,,
das leben nehmen,de,,,,,1876,,,
dauern,de,,,,,524,,,
daumen,de,,114,,,,,,
davonlaufen,de,,,,,2278,,,
definieren,de,,,,,1217,,,
dehnen,de,,928,,,,,,
demographisch,de,,,,,556,,,
denken,de,,1314 1336 1343 1344,,,385 800 1218 2377,,,
denn,de,,201,,,,,,
deponieren,de,,,,,1500 1947,,,
depressiv,de,,974 1039,,,,,,
dermatologe,de,,,,,1388,,,
derzeit,de,,,,,536,,,
deshalb,de,,202,,,,,,
deswegen,de,,203,,,,,,
detonieren,de,,,,,1745,,,
diadem,de,,,,,249,,,
dick,de,,90,,,,,,
die beherrschung verlieren,de,,,,,302,,,
die kalte schulter zeigen,de,,,,,662,,,
die nerven verlieren,de,,,,,303,,,
dienen,de,,,,,927 1459,,,
dienst,de,,,,,1408 2421,,,
dienstag,de,,,,,1201,,,
dieselbe,de,,,,,2437,,,
differenzieren,de,,,,,2384,,,
distanz,de,,,,,659,,,
doktorand,de,,832 901,,,,,,
dominieren,de,,,,,1304 1737,,,
döner,de,,542 697,,,,,,
dönerbude,de,,657,,,,,,
donnern,de,,,,,204,,,
donnerstag,de,,,,,1202,,,
dort,de,,,,,533,,,
dose,de,,,,,1487,,,
dösen,de,,1260 1274,,,,,,
dozent,de,,833 902,,,,,,
drang,de,,505,,,,,,
dreckig,de,,255,,,,,,
drehen,de,,,,,27 415 419 644 2406,,,
dreieck,de,,,,,867,,,
drohen,de,,457 479,,,1992,,,
drohung,de,,458 480,,,,,,
drucken,de,,,,,1831 452 648 695 857 1468 1974 2208 2288,,,
duft,de,,1296,,,,,,
duften,de,,1297,,,,,,
dünn,de,,91,,,,,,
durchatmen,de,,,,,183,,,
durchdrehen,de,,,,,304,,,
durchdringen,de,,,,,1734,,,
durchfallen,de,,834 911,,,,,,
durchführen,de,,,,,1569,,,
durchkämmen,de,,,,,46,,,
durchkommen,de,,835 912,,,,,,
durchnässen,de,,,,,1442,,,
durchnässt,de,,,,,1437,,,
durchqueren,de,,,,,14,,,
durchsage,de,,,,,1823,,,
durchschnittlich,de,,,,,1869,,,
durchsetzen,de,,,,,560,,,
durchstöbern,de,,,,,47,,,
durchtränkt,de,,,,,1438,,,
durchwühlen,de,,,,,48,,,
dürr,de,,92,,,,,,
durst,de,,543 796,,,,,,
durstig,de,,544 797,,,,,,
duschen,de,,1122,,,727 1346,,,
echt,de,,,,,1797,,,
effekt,de,,,,,2053,,,
egal,de,,975 1013,,,,,,
ehe,de,,1148 1204,,,,,,
eheleute,de,,1149 1205,,,,,,
ehren,de,,,,,696,,,
ehrgeiz,de,,506,,,,,,
ei,de,,545 698,,,,,,
eifersüchtig,de,,976 1040,,,,,,
eigen,de,,,,,1159,,,
eigenbrötler,de,,225,,,,,,
eigentlich,de,,,,,1798,,,
eigenwillig,de,,,,,1160,,,
eignen,de,,,,,601,,,
eignung,de,,,,,602,,,
ein ende haben,de,,,,,1564,,,
einatmen,de,,,,,184,,,
einbalsamieren,de,,,,,1306,,,
einbestellen,de,,445,,,,,,
einbeziehen,de,,,,,196,,,
eincremen,de,,1123,,,,,,
eindellen,de,,,,,345,,,
eindösen,de,,,,,634,,,
einebnen,de,,,,,2292,,,
einfallen,de,,,,,608 1367 1576,,,
einfluss,de,,,,,610 1469 1765,,,
einführen,de,,,,,1495,,,
eingehen,de,,,,,844 1613 1915,,,
einheit,de,,,,,1816,,,
einholen,de,,,,,2279,,,
einig,de,,,,,2476,,,
einigen,de,,,,,1299,,,
einkauf,de,,,,,1092,,,
einkaufen,de,,155 179 183,,,1093,,,
einkaufszentrum,de,,156 184,,,,,,
einladen,de,,446,,,1501,,,
einladen zu,de,,,,,2054,,,
einladung,de,,447,,,,,,
einlegen,de,,,,,1307,,,
einliefern,de,,,,,642,,,
einnahme,de,,,,,1774,,,
einordnen,de,,,,,1219,,,
einpacken,de,,,,,960 1502,,,
einprägen,de,,,,,630,,,
einrad,de,,1358 1406,,,,,,
einreichen,de,,,,,554,,,
einreichung,de,,,,,555,,,
einrichten,de,,,,,28 1395,,,
einsacken,de,,,,,313,,,
einschalten,de,,,,,383 1503,,,
einschätzung,de,,,,,1041,,,
einschlafen,de,,1261 1275,,,1583,,,
einschlagen,de,,,,,346,,,
einschlagen auf,de,,,,,1663,,,
einschließen,de,,,,,197 442 1166,,,
einschränken,de,,,,,294,,,
einschränkung,de,,,,,295,,,
einschreiben,de,,836 884 913,,,,,,
einschüchtern,de,,977 1041,,,,,,
einsetzen,de,,,,,813 1504 1577 1651 2087,,,
einsiedler,de,,,,,1045,,,
einspeisen,de,,,,,961,,,
einsperren,de,,,,,443,,,
einsteigen,de,,,,,896 1614,,,
einstellen,de,,1471 1501,,,88 91 163 1197 1505 1584,,,
eintreffen,de,,,,,143,,,
eintreiben,de,,,,,1081,,,
einweichen,de,,,,,639,,,
einweisen,de,,,,,643,,,
einzelgänger,de,,,,,1046,,,
einzelkind,de,,1065,,,,,,
einziehen,de,,,,,144 567 2445,,,
einzigartig,de,,,,,1161,,,
eis,de,,546 699,,,,,,
eiskalt,de,,,,,1806,,,
elektrisch,de,,,,,656,,,
eliminieren,de,,,,,728,,,
ellbogen,de,,115,,,,,,
eltern,de,,1066,,,,,,
empfehlen,de,,,,,603 2032,,,
empfinden,de,,,,,1220 2124,,,
ende,de,,,,,1114,,,
enden,de,,,,,71 1565 1585 2446,,,
endlich,de,,,,,1702,,,
endokrinologie,de,,,,,1384,,,
energie,de,,,,,657,,,
engagieren,de,,,,,164,,,
enkel,de,,1067,,,,,,
entdecken,de,,,,,1184 1221,,,
entgegenfahren,de,,,,,568,,,
enthalten,de,,,,,746,,,
enthaupten,de,,,,,1877,,,
entkoppeln,de,,,,,1714,,,
entlassen,de,,1472 1502,,,453 748 993,,,
entlassen in,de,,,,,919,,,
entlassung,de,,1473 1503,,,,,,
entscheiden,de,,497,,,784 1470,,,
entscheidend,de,,,,,2229,,,
entscheidung,de,,498 499,,,,,,
entschließen,de,,500,,,,,,
entschuldigen,de,,,,,1621,,,
entsetzt,de,,978 1042,,,,,,
entspannen,de,,1237,,,,,,
entspannend,de,,1238,,,,,,
entspannt,de,,1239,,,,,,
entspannung,de,,1240,,,,,,
entsprechen,de,,,,,475 619 752,,,
entsprechung,de,,,,,753,,,
enttäuschen,de,,979 1043,,,697,,,
enttäuschend,de,,980 1044,,,1756,,,
enttäuschung,de,,981 1045,,,,,,
entwässert,de,,,,,1861,,,
entwickeln,de,,,,,29 906 910 1543 1746 2055 2188,,,
entwurf,de,,,,,2013,,,
entzünden,de,,,,,854,,,
epidemiologie,de,,,,,1385,,,
erblicken,de,,,,,2125,,,
erdbeere,de,,547 700,,,,,,
ereignen,de,,,,,764,,,
erfahren,de,,,,,1222 2393,,,
erfassen,de,,,,,287 1223,,,
erfinden,de,,,,,1185,,,
erfreulich,de,,,,,1757,,,
erfüllen,de,,,,,928,,,
ergebnis,de,,204,,,2056,,,
erhalten,de,,,,,314 914 1075 1396,,,
erhöhen,de,,,,,229 502 2189 2209,,,
erholen,de,,1241,,,1018,,,
erholsam,de,,1242,,,,,,
erholung,de,,1243,,,,,,
erinnern,de,,,,,801,,,
erkennen,de,,,,,1224 2146,,,
erklären,de,,,,,1246 1622,,,
erlaubnis,de,,,,,549,,,
erleben,de,,,,,2126,,,
erledigen,de,,,,,36 1453 1664,,,
erlernen,de,,,,,491,,,
erlöschen,de,,,,,850,,,
ermorden,de,,,,,1878,,,
ermordung,de,,,,,1879,,,
ernähren,de,,,,,2019,,,
erneuern,de,,,,,2236,,,
ernten,de,,,,,1431,,,
eröffnen,de,,,,,31 1556 1578,,,
erreichen,de,,,,,145,,,
erschaffen,de,,,,,817,,,
erscheinen,de,,,,,1713,,,
erschießen,de,,,,,2310,,,
erschlagen,de,,,,,1880,,,
erschöpfen,de,,,,,193,,,
erschrecken,de,,,,,698,,,
erschreckend,de,,,,,1758,,,
ersetzen,de,,,,,832,,,
erspähen,de,,,,,2147,,,
erstellen,de,,,,,30,,,
ersticken,de,,,,,2293,,,
ertönen,de,,,,,1024,,,
ertragen,de,,,,,1842,,,
erwachsen,de,,8 60,,,,,,
erwachsen werden,de,,9 71,,,,,,
erwachsene,de,,10 43,,,,,,
erwähnen,de,,,,,845,,,
erwarten,de,,,,,340 779,,,
erweisen,de,,,,,1136,,,
erwerb,de,,,,,1094,,,
erwerben,de,,,,,315,,,
erwerber,de,,,,,1095,,,
erwürgen,de,,,,,1881,,,
erziehen,de,,,,,492,,,
erzwingen,de,,,,,561,,,
essen,de,,548 798 549 799,,,,,,
esszimmer,de,,658,,,,,,
exekution,de,,,,,1137,,,
exemplar,de,,,,,1188,,,
existieren,de,,,,,2098,,,
exkommunizieren,de,,,,,1419,,,
exmatrikulieren,de,,837,,,,,,
explodieren,de,,,,,849,,,
fade,de,,1298,,,,,,
fähig,de,,,,,945,,,
fähigkeit,de,,,,,946,,,
fahren,de,,,,,270 454 569 903 1332,,,
fahrrad,de,,1359 1407,,,,,,
fahrzeug,de,,1360 1408 1446,,,,,,
fall,de,,,,,1189,,,
fallen,de,,,,,426 765 2190 2447,,,
fällig,de,,,,,151,,,
falsch,de,,,,,1324,,,
familie,de,,1068,,,,,,
familienmitglied,de,,1069,,,,,,
fassade,de,,,,,110 169,,,
faszinierend,de,,,,,1759,,,
faulenzen,de,,1244,,,,,,
fäustling,de,,355,,,,,,
fegen,de,,256 329,,,,,,
fehlen,de,,,,,365 1814,,,
feiern,de,,,,,1052,,,
feind,de,,,,,925,,,
fenster,de,,,,,174,,,
fernbeziehung,de,,1150 1193,,,,,,
fernsehen,de,,,,,2148,,,
fertig,de,,,,,94,,,
fertigstellen,de,,,,,95,,,
fessel,de,,,,,1933,,,
fesseln,de,,,,,1167,,,
festbinden,de,,,,,1168 1925,,,
festhalten,de,,,,,649,,,
festlegen,de,,,,,1985,,,
feststellen,de,,501,,,2365,,,
fett,de,,93 550 701,,,,,,
fett verbrennen,de,,929,,,,,,
feuer und flamme sein,de,,,,,669,,,
feuern,de,,,,,749 1688,,,
feuerschneise,de,,,,,504,,,
finden,de,,1337,,,146 386 1186 1373,,,
finger,de,,116,,,,,,
fisch,de,,551 702,,,,,,
fit,de,,930,,,,,,
fitness,de,,931,,,,,,
fitnesscenter,de,,932,,,,,,
fitnessstudio,de,,933,,,,,,
fitnessübung,de,,934,,,,,,
fitnesszentrum,de,,935,,,,,,
fleck,de,,257 319,,,,,,
fleisch,de,,552 703,,,,,,
fliege,de,,356,,,,,,
fliegen,de,,,,,271 393 570 902 904 1034 2272 2280,,,
fliehen,de,,,,,856 1955 1975,,,
fließen,de,,,,,858,,,
flipflop,de,,357,,,,,,
flirten,de,,1151 1220,,,,,,
flugzeug,de,,1361 1409,,,,,,
folge,de,,205,,,1710 2057,,,
folgen,de,,,,,288 514 620 1631,,,
folgen aus,de,,,,,2058,,,
foltern,de,,,,,1665,,,
fordern,de,,448,,,1882 1979 2059,,,
fördern,de,,,,,328,,,
formation,de,,,,,1428,,,
formulieren,de,,,,,2424,,,
fortgeschritten,de,,,,,1747,,,
fortschrittlich,de,,,,,1748,,,
fortsetzen,de,,,,,93 97 1570 1589,,,
fotografieren,de,,,,,824,,,
fotokopieren,de,,,,,2079,,,
fragen,de,,449 1345,,,,,,
franzose,de,,,,,1485,,,
frau,de,,1152 1206 11 44 12 45,,,,,,
freilassen,de,,,,,994,,,
freitag,de,,,,,1203,,,
frequenz,de,,,,,1602,,,
fressen,de,,553 800,,,347 2294,,,
freude,de,,982 1026,,,,,,
freuen,de,,,,,699,,,
freund,de,,1153 1194 1154 1190,,,,,,
freundin,de,,1155 1195,,,,,,
freundlich,de,,,,,477 1047,,,
freundschaft,de,,1156 1191,,,109,,,
frisch,de,,13 61,,,,,,
friseur,de,,1124,,,,,,
frisieren,de,,,,,951 1347 2407,,,
fritten,de,,554 704,,,,,,
froh,de,,983 1027,,,,,,
frühstück,de,,555 801,,,,,,
frühstücken,de,,556 802,,,,,,
fuchs,de,,,,,1839,,,
fühlen,de,,,,,2127 2149,,,
führen,de,,,,,265 455 515 2171 2179,,,
führen zu,de,,206,,,2060,,,
führend,de,,,,,835,,,
füllen,de,,,,,962 2267,,,
fungieren,de,,,,,929 1659,,,
funktionieren,de,,,,,930 937 1157,,,
für dumm verkaufen,de,,,,,19,,,
fürchten,de,,984 1046,,,134 700,,,
fuß,de,,117,,,,,,
fußgelenk,de,,118,,,,,,
futter,de,,557 803,,,,,,
gang,de,,,,,175,,,
ganz,de,,,,,612,,,
garderobe,de,,358,,,,,,
garnele,de,,558 705,,,,,,
gasthaus,de,,659,,,,,,
gebären,de,,,,,983 2061,,,
geben,de,,,,,493 972 1053 1076 1256 1506 2020,,,
geben es,de,,,,,766,,,
gebrauchen,de,,,,,2088,,,
gedanke,de,,1338 1346,,,,,,
gedanken,de,,1347,,,,,,
gedeihen,de,,,,,1147,,,
gedicht,de,,,,,1824,,,
geeignet,de,,,,,604,,,
gefahr,de,,459,,,,,,
gefährden,de,,460,,,999,,,
gefährdet,de,,461,,,,,,
gefährlich,de,,462,,,,,,
gefallen,de,,985 1014,,,,,,
gefallen lassen,de,,,,,1843,,,
gefangen nehmen,de,,,,,995 1176,,,
gegen,de,,,,,1703,,,
gegenüberstehen,de,,,,,1704,,,
gegenwärtig,de,,,,,537,,,
gehackt,de,,,,,2291,,,
gehalt,de,,1474 1526,,,,,,
geheim,de,,,,,1007,,,
gehen,de,,,,,22 37 427 525 571 847 908 931 938 1019 1025 1198 1471 1715 1956 2180 2191 2273 2468,,,
gehen als,de,,,,,840,,,
gehen an,de,,,,,79,,,
gehen an es,de,,,,,80,,,
gehen über,de,,,,,1591,,,
gehirn,de,,119,,,,,,
gehören,de,,,,,366,,,
geliebte,de,,1157 1196,,,,,,
gelieren,de,,,,,1313 1317,,,
gelten,de,,,,,798 1225,,,
gemein,de,,226,,,,,,
gemeinsam,de,,,,,1016,,,
gemüse,de,,559 706,,,,,,
genießen,de,,986 1028,,,,,,
genug,de,,,,,1789 1790 1791,,,
geografisch,de,,,,,557,,,
gericht,de,,560 804,,,,,,
gerinnen,de,,,,,1314 1318,,,
gern,de,,987 1015,,,,,,
gern haben,de,,988 1016,,,,,,
gerontologe,de,,,,,1389,,,
geruch,de,,1299,,,,,,
gesamt,de,,,,,613,,,
gesamtschule,de,,838 893,,,,,,
gesäß,de,,120,,,,,,
geschäft,de,,157 185,,,,,,
geschehen,de,,,,,767 780 1422,,,
geschichte,de,,,,,1141 1169 1454,,,
geschieden,de,,1158 1207,,,,,,
geschmack,de,,1300,,,,,,
geschockt,de,,,,,1021,,,
geschützt,de,,463 489,,,,,,
geschwindigkeit,de,,,,,1603,,,
geschwister,de,,1070,,,,,,
gesellig,de,,,,,1048,,,
gesicht,de,,121,,,,,,
gestalten,de,,,,,818,,,
gestrig,de,,,,,538,,,
getränk,de,,785,,,,,,
getränkt,de,,,,,1439,,,
getrennt,de,,,,,9,,,
gewähren,de,,,,,2021,,,
gewehr,de,,,,,2114,,,
gewicht,de,,936,,,,,,
gewichte heben,de,,937,,,,,,
gewinnen,de,,,,,147 316 329 482 1530 1544 1742 2225 2390 2472,,,
gewiss,de,,,,,754,,,
gewisses etwas,de,,,,,1910,,,
gewürz,de,,561 707,,,,,,
gezänk,de,,83,,,,,,
giftig,de,,,,,1848,,,
gipfel,de,,,,,1445,,,
glaube,de,,1315 1326 1339,,,,,,
glauben,de,,1327 1340 1316,,,1061 1226 1637 2043,,,
gleich,de,,,,,2438,,,
gleiten,de,,,,,572,,,
gliedern,de,,,,,1856,,,
glücklich,de,,989 1029,,,,,,
gnade,de,,,,,285,,,
gramm,de,,,,,1402,,,
gratis,de,,158 191,,,,,,
grausam,de,,227,,,478,,,
grausamkeit,de,,228,,,,,,
greis,de,,14 46,,,,,,
grenze,de,,,,,296,,,
grenzen,de,,,,,62,,,
grieche,de,,660,,,,,,
grob,de,,229,,,,,,
groß,de,,94,,,,,,
großmutter,de,,1071,,,,,,
großonkel,de,,1072,,,,,,
großtante,de,,1073,,,,,,
großvater,de,,1074,,,,,,
grund,de,,207,,,2062 2426,,,
grund und boden,de,,,,,2427,,,
gründen,de,,,,,32,,,
grundlage,de,,,,,2103,,,
gruppe,de,,,,,1799,,,
gucken,de,,,,,2150 2457,,,
günstig,de,,159 192,,,,,,
gurke,de,,562 708,,,,,,
gurt,de,,1362 1434,,,,,,
gürtel,de,,359 433,,,,,,
gut,de,,,,,2433,,,
gutaussehend,de,,95,,,,,,
gymnasium,de,,839 894,,,,,,
haar,de,,122 1125,,,,,,
haben,de,,,,,367 805 2329,,,
hackfleisch,de,,563 709,,,,,,
hähnchen,de,,564 710,,,,,,
halb,de,,1075,,,,,,
hallen,de,,,,,1026,,,
hals,de,,123,,,,,,
halten,de,,,,,360 368 444 573 621 650 915 1354 1592 1912 2360,,,
halten zu,de,,,,,2035,,,
haltung,de,,,,,922,,,
hamburger,de,,565 711,,,,,,
hand,de,,124,,,,,,
handel,de,,,,,1104,,,
handeln,de,,,,,38 932 1110,,,
handgelenk,de,,125,,,,,,
handschuh,de,,360,,,,,,
handwerk,de,,,,,1124,,,
hängen,de,,,,,122 1001 1333 1508 1926,,,
hart,de,,,,,1319,,,
hass,de,,990 1017,,,,,,
hassen,de,,991 1018,,,,,,
hauen,de,,,,,205,,,
hauptschule,de,,840 895,,,,,,
heben,de,,,,,456 1762,,,
heimzahlen,de,,,,,1598,,,
heirat,de,,1076,,,,,,
heiraten,de,,1077,,,483,,,
heiß,de,,,,,670 1807 1903,,,
heißen,de,,,,,1265 1980,,,
heißen für,de,,,,,2063,,,
heizen,de,,,,,1809,,,
helfen,de,,,,,1128 1132,,,
helm,de,,,,,250,,,
hemd,de,,361,,,,,,
henker,de,,,,,1138,,,
heranreifen,de,,15 72,,,,,,
herausfinden,de,,,,,2366,,,
hereinfallen,de,,,,,1059,,,
hereinkommen,de,,,,,148,,,
herfallen,de,,,,,128,,,
herrschaft,de,,,,,1305,,,
herstellen,de,,,,,1545 2064 2237,,,
herumkauen,de,,,,,1153,,,
herunterfallen,de,,,,,428,,,
herunterschlucken,de,,,,,1154,,,
heruntersteigen,de,,,,,887,,,
herunterziehen,de,,,,,259,,,
hervorgehen,de,,,,,1735,,,
herz,de,,126,,,,,,
herzhaft,de,,1301,,,,,,
heute,de,,,,,539,,,
hier,de,,,,,527 534,,,
hierzulande,de,,,,,535,,,
himbeere,de,,566 712,,,,,,
hinauszögern,de,,,,,788,,,
hinfahren,de,,,,,272,,,
hinlegen,de,,,,,1507,,,
hinrichten,de,,,,,1139,,,
hinrichtung,de,,,,,1140,,,
hinter,de,,,,,1943,,,
hinterhältig,de,,230,,,,,,
hinterherjagen,de,,,,,516,,,
hintern,de,,127,,,,,,
hinzuaddieren,de,,,,,56,,,
hinzufügen,de,,,,,198,,,
historisch,de,,,,,1142,,,
hitzig,de,,,,,671,,,
hochgehen,de,,,,,236,,,
hochzeit,de,,1078,,,,,,
hoffen,de,,507,,,,,,
hoffnung,de,,508,,,,,,
höflich,de,,,,,479,,,
holen,de,,,,,729 1531,,,
holen aus,de,,,,,2065,,,
honig,de,,567 713,,,,,,
hören,de,,,,,622 2128 2151,,,
hörsaal,de,,841,,,,,,
höschen,de,,362,,,,,,
hose,de,,363,,,,,,
hosenbein,de,,364 417,,,,,,
hosentasche,de,,365 418,,,,,,
hosenträger,de,,434,,,,,,
hübsch,de,,96,,,,,,
hubschrauber,de,,1363 1410,,,,,,
hüfte,de,,128,,,,,,
hühnerfleisch,de,,568 714,,,,,,
humpeln,de,,,,,574,,,
hund,de,,,,,1840,,,
hunger,de,,569 805,,,,,,
hungrig,de,,570 806,,,,,,
hupe,de,,1364 1435,,,,,,
hupen,de,,,,,1028,,,
huschen,de,,,,,575,,,
hut,de,,366,,,251,,,
hüten,de,,464,,,490,,,
idee,de,,1317 1348,,,,,,
idiosynkratisch,de,,,,,1162,,,
ignoranz,de,,1318,,,,,,
im folgenden,de,,,,,528,,,
im keim ersticken,de,,,,,2295,,,
imbiss,de,,571 661 807,,,,,,
imitieren,de,,,,,1163,,,
immatrikulieren,de,,842 885,,,,,,
implementieren,de,,,,,1496,,,
in,de,,,,,1522 2268,,,
in alarmbereitschaft sein,de,,,,,105,,,
in aller munde,de,,,,,1523,,,
in brand setzen,de,,,,,855,,,
in den tod reißen,de,,,,,1883,,,
in der tat,de,,,,,755,,,
in die bresche springen,de,,,,,1133,,,
in die welt setzen,de,,,,,819,,,
in frage kommen,de,,,,,605,,,
in hülle und fülle,de,,,,,2440,,,
in reichweite rücken,de,,,,,1115,,,
in zaum halten,de,,,,,1899,,,
inaktiv,de,,,,,99,,,
infizieren,de,,,,,1170,,,
informieren,de,,,,,871,,,
infrastruktur,de,,,,,1171,,,
inhaftieren,de,,,,,1177,,,
inländisch,de,,,,,239,,,
inliner,de,,1365 1411,,,,,,
inlineskate,de,,1366 1412,,,,,,
inneneinrichtung,de,,,,,1181,,,
innerer,de,,,,,1182,,,
innerhalb,de,,,,,2269,,,
ins gewissen reden,de,,,,,2473,,,
inspirieren,de,,,,,1766,,,
institution,de,,,,,1190,,,
inszenieren,de,,,,,2105,,,
interesse,de,,992 1019,,,,,,
interessieren,de,,993 1020,,,701,,,
interpretieren,de,,,,,1227,,,
invasion,de,,,,,609,,,
irreführen,de,,,,,20,,,
irren,de,,,,,1973,,,
italiener,de,,662,,,,,,
ja,de,,,,,1015,,,
jacke,de,,367,,,308,,,
jagen,de,,,,,517,,,
jahr,de,,16,,,,,,
japaner,de,,663,,,,,,
jdm. wurst sein,de,,994 1021,,,,,,
jeans,de,,368,,,,,,
jetzt,de,,,,,540,,,
job,de,,1475 1527,,,841 1981,,,
jobben,de,,1476 1528,,,,,,
joggen,de,,938,,,,,,
joghurt,de,,572 715,,,,,,
johannisbeere,de,,573 716,,,,,,
jugend,de,,17,,,,,,
jugendliche,de,,18 47,,,,,,
jung,de,,19 62,,,,,,
junge,de,,20 48,,,,,,
junggeselle,de,,1159 1221,,,,,,
kaffee,de,,786,,,,,,
kalorie,de,,574 717,,,,,,
kalt,de,,231,,,663 674 1904,,,
kälte,de,,,,,664,,,
kamin,de,,,,,170,,,
kamm,de,,1126,,,,,,
kämmen,de,,,,,1348,,,
kämmen (die haare kämmen),de,,1127,,,,,,
kampf,de,,1114,,,,,,
kämpfen,de,,1115,,,503 1540 2218,,,
kapazität,de,,,,,947,,,
kapern,de,,,,,1493,,,
