lu,lang,swefn_lu_id,gfol_lu_id,dicoenviro_lu_id,dicoinfo_lu_id,germanfn_lu_id,brasilfn_lu_id,spanishfn_lu_id,bfn_lu_id
agudo,pt,,,,,,10118,,
aguentar,pt,,,,,,11701,,
agulha,pt,,,,,,20031,,
agulhar,pt,,,,,,20032,,
aí,pt,,,,,,29587,,
aí,pt,,,,,,27341,,
aí,pt,,,,,,19501,,
ainda,pt,,,,,,32945,,
ainda,pt,,,,,,9930,,
ainda assim,pt,,,,,,8949,,
ainda que,pt,,,,,,8950,,
aipim,pt,,,,,,17098,,
ajoelhado,pt,,,,,,25998,,
ajoelhado,pt,,,,,,3909,,
ajoelhar,pt,,,,,,3910,,
ago,en,,,,,,32988,,9154
agonize,en,,,,,,34901 30971,,7260 15582
agonized,en,,,,,,12251,,7188
agonizing,en,,,,,,31261,,6306
agony,en,,,,,,12252,,7262
agree,en,,,,,,19642 8794 3051 1025,,12761 12256 6252 11656
absorption,fr,,,1310,,,,,
académique,fr,,,,,,11862 11861,,
ajudar,pt,,,,,,1922,,
ajustado,pt,,,,,,746,,
ajustar,pt,,,,,,15833,,
ajustar,pt,,,,,,6531,,
ajustar,pt,,,,,,747,,
ala,pt,,,,,,4650,,
ala,pt,,,,,,2122,,
agreeable,en,,,,,,31262,,6648
ala-armador,pt,,,,,,2120,,
ala-pivô,pt,,,,,,2121,,
agreement,en,,,,,,19643 11521 3052 3042,,12454 13442 8369 11657
agricultural supply store,en,,,,,,5771,,
agriculture,en,,,36,,,,,
alagoano,pt,,,,,,24109,,
acarayé,es,,,,,,14305,,
acción_social,es,,,,,,19103,,
agriculturer,en,,,,,,24710,,
agritourism,en,,,,,,2832,,
agroecosystem,en,,,877,,,,,
aguardiente,en,,,,,,17271,,
ahead,en,,,,,,27379 22771,,17786 11630
aid,en,,,,,,1941,,11696
aid [act],en,,,,,,1939,,11699
aid [entity],en,,,,,,1940,,13123
alameda,pt,,,,,,28090,,
alaranjado,pt,,,,,,8265,,
alarmado,pt,,,,,,12081,,
alarmante,pt,,,,,,31119,,
alastrar,pt,,,,,,11260,,
albatross,pt,,,,,,34540,,
albergue,pt,,,,,,262,,
álbum,pt,,,,,,27118,,
alça,pt,,,,,,28853,,
alcançar,pt,,,,,,33842,,
alcançar,pt,,,,,,25441,,
alcançar,pt,,,,,,23670,,
alcançar,pt,,,,,,21681,,
alcançar,pt,,,,,,363,,
álcool,pt,,,,,,31590,,
álcool,pt,,,,,,17956,,
álcool,pt,,,,,,17099,,
alcoolismo,pt,,,,,,20485,,
alcoolista,pt,,,,,,20486,,
alcoolizado,pt,,,,,,20487,,
aldeia,pt,,,,,,25797,,
alegação,pt,,,,,,30761,,
aceite,es,,,,,,16890,,
aid and abet,en,,,,,,1938,,13144
AIDS,en,,,,,,20955,,15302
accéder,fr,,,,106 110,,,,
alegar,pt,,,,,,30762,,
alegrar,pt,,,,,,12082,,
ail,en,,,,,,25031,,10118
ailment,en,,,,,,20956,,10361
aim,en,,,,,,26732 26731 1036 1035,,14111 14113 8049 8236
air,en,,,977,,,13777,,12732
alegre,pt,,,,,,13432,,
alegremente,pt,,,,,,13433,,
alegria,pt,,,,,,12449,,
alegria,pt,,,,,,12083,,
além de,pt,,,,,,19502,,
além de,pt,,,,,,16319,,
alemão,pt,,,,,,24110,,
alenia,pt,,,,,,21354,,
alergia,pt,,,,,,20488,,
alérgico,pt,,,,,,20489,,
alfabetizador,pt,,,,,,11820,,
alfabetizar,pt,,,,,,678,,
alfaiate,pt,,,,,,24464,,
alga,pt,,,,,,25679,,
aceite de oliva,es,,,,,,16888,,
aceite de palma,es,,,,,,16889,,
acercar,es,,,,,,6878,209,
acercarse,es,,,,,,1609,28,
acoger,es,,,,,,16050,,
air force,en,,,,,,21893,,12285
air taxi,en,,,,,,20207,,
aircraft,en,,,,,,34043,,17433
airfield,en,,,,,,19261,,8710
airlift,en,,,,,,4505,,17367
airline boarding,en,,,,,,33256,,
airman,en,,,,,,21698,,16704
airplane,en,,,,,,34044 20209 20208,,8147
airplane boarding,en,,,,,,33257,,
airport,en,,,,,,33498 5226,,14689
airstrike,en,,,,,,2597,,16746
AK-47,en,,,,,,34312,,7787
alga,pt,,,,,,14433,,
alga,pt,,,,,,3699,,
algarismo,pt,,,,,,22824,,
algazarra,pt,,,,,,19673,,
algia,pt,,,,,,31995,,
algia,pt,,,,,,20490,,
álgico,pt,,,,,,31996,,
alginac,pt,,,,,,21355,,
algo,pt,,,,,,12625,,
alguém,pt,,,,,,23816,,
alguém,pt,,,,,,23815,,
alho,pt,,,,,,17100,,
alhures,pt,,,,,,19503,,
ali,pt,,,,,,19504,,
aliança,pt,,,,,,375,,
acompañamiento,es,,,,,,14928,,
acompañante,es,,,,,,25223,,
acompañar,es,,,,,,14929 9507,399,
aconsejar,es,,,,,,2664,67,
acontecer,es,,,,,,12881,490,
acontecimiento,es,,,,,,12961,,
acordarse,es,,,,,,21724,721,
acorralar,es,,,,,,9508,400,
acostarse con,es,,,,,,25224,,
acribillar,es,,,,,,,1042,
acrópolis,es,,,,,,4884,,
aka,en,,,,,,3416,,7479
aliar,pt,,,,,,25278,,
alagoano,en,,,,,,24152,,
alarm,en,,,,,,30972 22729,,781 11243
alarmed,en,,,,,,12253,,8777
alarming,en,,,,,,31263,,6304
alb,en,,,,,,7793,,3666
albatross,en,,,,,,34684,,
albino,en,,,,,,3860 3859,,5654 5655
alcohol,en,,,,,,17991,,7072
alcoholic,en,,,,,,703,,3818
alcoholic beverage,en,,,,,,14660,,
alcoholic drink,en,,,,,,14661,,
alcoholism,en,,,,,,704,,3819
alcove,en,,,,,,22462,,
ale,en,,,,,,17272,,
alert,en,,,,,,34247 3058 2729,,9726 17034 17044
alias,en,,,,,,3417,,5240
alien,en,,,,,,24155,,
alien [ET],en,,,,,,24153,,
alien [foreigner],en,,,,,,24154,,
alienating,en,,,,,,31264,,6386
alight,en,,,,,,14208 11248,,12822 18463
alienação parental,pt,,,,,,200,,
alimentação,pt,,,,,,16804,,
alimentar,pt,,,,,,16806,,
alimentar,pt,,,,,,16805,,
alimentar,pt,,,,,,14434,,
alimento,pt,,,,,,16807,,
alimento,pt,,,,,,14436,,
alimento gorduroso,pt,,,,,,14435,,
alinhamento,pt,,,,,,25564,,
alinhamento,pt,,,,,,16413,,
alinhar,pt,,,,,,11319,,
alívio,pt,,,,,,21058,,
alívio temporário,pt,,,,,,21057,,
alivium,pt,,,,,,21356,,
allegra,pt,,,,,,21357,,
alma,pt,,,,,,31897,,
almejar,pt,,,,,,10592,,
almoçar,pt,,,,,,16808,,
almoço,pt,,,,,,33350,,
almoço,pt,,,,,,16809,,
almoço,pt,,,,,,15221,,
almoço,pt,,,,,,14437,,
alojamento,pt,,,,,,5054,,
alojamento,pt,,,,,,263,,
alojar,pt,,,,,,9299,,
alongamento,pt,,,,,,28495,,
alongar,pt,,,,,,13180,,
alprazolam,pt,,,,,,21358,,
actividad,es,,,,,,33213,,
actor,es,,,,,,24273,,
actriz,es,,,,,,24274,,
acuario,es,,,,,,4885,,
acudir,es,,,,,,1610,29,
acuerdo,es,,,,,,11419 3035,89,
acumulación,es,,,15,,,,,
acumular,es,,,16,,,,,
acurrucarse,es,,,,,,,281,
acusar,es,,,,,,18144,687,
adaptación,es,,,22,,,,,
adaptar,es,,,23,,,,,
adentrarse,es,,,,,,1611,30,
aderezo,es,,,,,,16891,,
adherirse,es,,,,,,,651,
admirable,es,,,,,,31106,1004,
admirarse,es,,,,,,,261,
adobar,es,,,,,,,991,
adornar,es,,,,,,14077,8 586,
adquirir,es,,,,,,15387,616,
adquisición,es,,,,,,8466,330,
alignment,en,,,,,,25592 16546,,
alike,en,,,,,,29016,,7973
alta,pt,,,,,,29084,,
adulterio,es,,,,,,25225,,
adversario,es,,,,,,1964,,
alta,pt,,,,,,27421,,
alta,pt,,,,,,9725,,
alta hospitalar,pt,,,,,,9723,,
alimentation,en,,,,,,14662,,
alive,en,,,539,,,9868,,5644
alta médica,pt,,,,,,9724,,
alta tecnologia,pt,,,,,,30686,,
altamente,pt,,,,,,29085,,
altamente,pt,,,,,,19889,,
altar,pt,,,,,,4651,,
alteração,pt,,,,,,6532,,
all,en,,,,,,26798,,13747
alteração comportamental,pt,,,,,,31997,,
all about,en,,,,,,12254,,13282
alteração dermatológica,pt,,,,,,31998,,
alterações visuais,pt,,,,,,31999,,
alterado,pt,,,,,,33727,,
alterado,pt,,,,,,6533,,
alterar,pt,,,,,,22042,,
alterar,pt,,,,,,6534,,
alternar-se,pt,,,,,,33780,,
alternativa,pt,,,,,,1043,,
alternativo,pt,,,,,,33645,,
all over,en,,,,,,19549 11339,,17927 10883
all the time,en,,,,,,15140,,14210
alto,pt,,,,,,29474,,
alto,pt,,,,,,29086,,
alto,pt,,,,,,20266,,
alto,pt,,,,,,11099,,
alto,pt,,,,,,11098,,
alto,pt,,,,,,10119,,
alto-falante,pt,,,,,,30427,,
altura,pt,,,,,,32470,,
altura,pt,,,,,,20430,,
altura,pt,,,,,,10828,,
alucinação,pt,,,,,,32000,,
alucinações noturnas,pt,,,,,,32001,,
alucinante,pt,,,,,,31120,,
allegation,en,,,,,,30860,,681
allege,en,,,,,,30861,,682
alleged,en,,,,,,33769,,10750
allegedly,en,,,,,,33770,,10693
allergic,en,,,,,,15825,,914
allergist,en,,,,,,21256,,4563
allergy,en,,,,,,15826,,915
alleviate,en,,,,,,9743,,899
alleviation,en,,,,,,9744,,4024
alley-oop,en,,,,,,34685,,
alliance,en,,,,,,1040,,12499
alugar,pt,,,,,,27601,,
alugar,pt,,,,,,27593,,
aluguel,pt,,,,,,27602,,
aluguel,pt,,,,,,27594,,
alumínio,pt,,,,,,31591,,
alunado,pt,,,,,,31486,,
aluno,pt,,,,,,31487,,
aluno,pt,,,,,,24465,,
aluno,pt,,,,,,11828,,
alvejar,pt,,,,,,6718,,
alvo,pt,,,,,,30428,,
alvo,pt,,,,,,26696,,
alvura,pt,,,,,,34440,,
alzheimer,pt,,,,,,20491,,
advertir,es,,,,,,3106,97,
adyacente,es,,,,,,19479,,
aéreo,es,,,,,,33438,,
aeropuerto,es,,,,,,33440 4886,,
aeropuerto regional,es,,,,,,33439,,
afanador,es,,,,,,24275,,
afectar,es,,,1014,,,,,
aficionado,es,,,,,,9653,,
afueras,es,,,,,,18966,,
agachar,es,,,,,,3901,141,
allonym,en,,,,,,3418,,7462
allopathy,en,,,,,,21320,,4601
allow,en,,,,,,30862 26537 26318 26289,,18784 18786 18752 15585
amaciante,pt,,,,,,31592,,
amado,pt,,,,,,25279,,
amado,pt,,,,,,12084,,
amador,pt,,,,,,13608,,
amador,pt,,,,,,13607,,
amadurecer,pt,,,,,,1013,,
amamentar,pt,,,,,,16810,,
agacharse,es,,,,,,7514,282,
agarrar,es,,,,,,34497,,
agarre,es,,,,,,34498,,
agencia,es,,,,,,33315,,
agencia de alquiler de coches,es,,,,,,33441,,
agencia de espectáculos,es,,,,,,5502,,
amanhã,pt,,,,,,5930,,
amanhecer,pt,,,,,,22676,,
agencia de excursiones en helicóptero,es,,,,,,33442,,
agencia de viajes,es,,,,,,33443 5503,,
allowance,en,,,,,,21941,,
allowed,en,,,,,,10041,,
amanhecer,pt,,,,,,22675,,
amanhecer,pt,,,,,,5931,,
agencia de visitas turísticas,es,,,,,,5504,,
almond,en,,,,,,14663,,5094
amante,pt,,,,,,25280,,
agencia inmobiliaria,es,,,,,,4887,,
almost,en,,,,,,26606 9978,,14276
amanteigado,pt,,,,,,26,,
amar,pt,,,,,,13434,,
agente,es,,,,,,24277,,
agente de policía,es,,,,,,24276,,
alone,en,,,,,,356,,17131
along,en,,,,,,22772 19550,,6765 17787
amarelado,pt,,,,,,8266,,
amarelar,pt,,,,,,10120,,
amarelo,pt,,,,,,8267,,
amargo,pt,,,,,,7611,,
amargura,pt,,,,,,12085,,
amargurado,pt,,,,,,12086,,
amarrar,pt,,,,,,28187,,
amarrar,pt,,,,,,19650,,
agitar,es,,,,,,7123 3902,142 239,
agitarse,es,,,,,,22205,765,
agolparse,es,,,,,,,386,
agradecer,es,,,,,,,688,
along with,en,,,,,,357,,4704
amassar,pt,,,,,,27788,,
amável,pt,,,,,,29342,,
agroturismo,es,,,,,,2815,,
agruparse,es,,,,,,,387,
alpaca,en,,,,,,1259,,
already,en,,,,,,32989,,14573
also,en,,,,,,16327,,
also known as,en,,,,,,3419,,7478
amável,pt,,,,,,766,,
amazona,pt,,,,,,2376,,
ambição,pt,,,,,,10593,,
agua,es,,,,,,16892,,
aguaje,es,,,,,,16893,,
aguardiente,es,,,,,,16894,,
altar,en,,,,,,4736,,10918
alter,en,,,301,,,6550,,10806
alteration,en,,,302,,,6551,,10808
altercation,en,,,,,,26882 16003,,1913 8924
altered,en,,,,,,7510,,18724
ambicionar,pt,,,,,,10594,,
ambicioso,pt,,,,,,12087,,
ambicioso,pt,,,,,,10595,,
ambidestro,pt,,,,,,15228,,
ambiental,pt,,,822,,,,,
ambientalista,pt,,,,,,24466,,
ambientar,pt,,,,,,31850,,
ambiente,pt,,,,,,18993,,
ambiente,pt,,,,,,18992,,
ambíguo,pt,,,,,,18917,,
âmbito,pt,,,,,,13979,,
aipim,es,,,,,,16895,,
aire libre,es,,,,,,22300,,
ala,es,,,,,,4565 2034,,
ala derecho,es,,,,,,2031,,
ala izquierdo,es,,,,,,2032,,
ala-pivot,es,,,,,,2033,,
alabar,es,,,,,,18145,689,
alagoano,es,,,,,,24079,,
alardear,es,,,,,,4409,151,
alarmante,es,,,,,,31107,1005,
alternative,en,,,,,,1059,,14406
ambos,pt,,,,,,6182,,
ambulância,pt,,,,,,33987,,
ambulante,pt,,,,,,24467,,
alarmarse,es,,,,,,,262,
albañil,es,,,,,,24278,,
albergar,es,,,,,,33269 33203 16051,,
although,en,,,,,,8963,,15425
aluminum,en,,,,,,31688,,12251
always,en,,,,,,15141,,13636
Alzheimer's,en,,,,,,20957,,15303
ambulatorial,pt,,,,,,15834,,
ambulatório,pt,,,,,,22043,,
ambulatório,pt,,,,,,19145,,
ambulatório,pt,,,,,,5055,,
ameaça,pt,,,,,,28025,,
albergue,es,,,,,,223,,
alcaidía,es,,,,,,4888,,
alcalde,es,,,,,,24279,,
alcoyure,es,,,,,,16896,,
aldea,es,,,,,,25764,,
amalgamate,en,,,,,,6975 1083,,9490 38
accélération,fr,,,388,,,,,
ameaçado,pt,,,,,,3235,,
alegrar,es,,,,,,30936,541,
amass,en,,,,,,15354 8343 1105,,12173 15641 12852
amateur,en,,,,,,13685 13684,,3155 3156
amaze,en,,,,,,30973,,782
amazing,en,,,,,,31265 10476,,7652 7653
ambiguous,en,,,,,,18927,,7482
ambition,en,,,,,,10633,,6702
ambitious,en,,,,,,25486,,
amble,en,,,,,,28519,,1152
ambrosial,en,,,,,,7636,,4938
ambulance,en,,,,,,34045,,16800
ambush,en,,,,,,2599 2598,,7771 7772
ameaçado,pt,,,,,,201,,
ameaçar,pt,,,,,,8548,,
ameaçar,pt,,,,,,6719,,
ameba,pt,,,,,,23763,,
amedrontado,pt,,,,,,13907,,
amedrontado,pt,,,,,,12088,,
amendoim,pt,,,,,,14438,,
ameno,pt,,,,,,31121,,
americano,pt,,,,,,24111,,
americano,pt,,,,,,23227,,
amigar-se,pt,,,,,,25281,,
amigável,pt,,,,,,29343,,
amígdala,pt,,,,,,4006,,
amigdalite,pt,,,,,,20492,,
amigo,pt,,,,,,25282,,
amistoso,pt,,,,,,29344,,
amitriptilina,pt,,,,,,21359,,
amizade,pt,,,,,,25283,,
amnésia,pt,,,,,,32002,,
amnésia,pt,,,,,,20493,,
alegrarse,es,,,,,,,263,
alejado,es,,,,,,25226,,
alejarse,es,,,,,,10064,414,
alemán,es,,,,,,24080,,
alero,es,,,,,,2037,,
alero alto,es,,,,,,2035,,
alero bajo,es,,,,,,2036,,
alguien,es,,,,,,23787,,
alianza,es,,,,,,25227,,
alimento,es,,,,,,14306,,
allá,es,,,,,,19480,,
allí,es,,,,,,19481,,
almacén,es,,,,,,4889,,
almuerzo,es,,,,,,33338 14930,,
alojamiento,es,,,,,,4890 224,,
alquilar,es,,,,,,27599 27591,899 903,
ameliorate,en,,,,,,16260,,18710
amelioration,en,,,,,,16261,,18718
amends,en,,,,,,27610,,7337
amerce,en,,,,,,14175,,10562
America Cup,en,,,,,,30218,,
American,en,,,,,,24158,,10094
american,en,,,,,,23288,,10585
American [N and S Am],en,,,,,,24157,,10095
accélérer,fr,,,259 389,,,,,
accentuer,fr,,,260 390,,,,,
amolecer,pt,,,,,,7333,,
amônia,pt,,,,,,31593,,
amontoado,pt,,,,,,854,,
amontoado,pt,,,,,,27,,
amor,pt,,,,,,13435,,
amor,pt,,,,,,12089,,
amor perfeito,pt,,,,,,14439,,
amoroso,pt,,,,,,25284,,
amortalhado,pt,,,,,,11758,,
american indian,en,,,,,,24156,,
amiable,en,,,,,,29398,,6613
amortalhar,pt,,,,,,11759,,
amorti,pt,,,,,,16414,,
amostra,pt,,,,,,7152,,
amoxicilina,pt,,,,,,21360,,
amparar,pt,,,,,,31928,,
amparo,pt,,,,,,26638,,
amplamente,pt,,,,,,19890,,
amid,en,,,,,,17939,,17720
amidst,en,,,,,,9338,,16267
amigo,en,,,,,,25374,,8441
accepter,fr,,,,255,,27877,,
ammo,en,,,,,,1126,,12460
ammunition,en,,,,,,1127,,12459
ampliar,pt,,,,,,34541,,
ampliar,pt,,,,,,6647,,
amplictil,pt,,,,,,21361,,
amnesia,en,,,,,,20958,,4352
among,en,,,,,,17940 3060,,13929 17223
amplo,pt,,,,,,31799,,
amplo,pt,,,,,,29087,,
amplo,pt,,,,,,20267,,
amplo,pt,,,,,,11361,,
ampola,pt,,,,,,20033,,
amputação,pt,,,,,,21059,,
amuar,pt,,,,,,30763,,
anador,pt,,,,,,21362,,
anal,pt,,,,,,10210,,
analgésico,pt,,,,,,21364,,
analgésico,pt,,,,,,21363,,
analisar,pt,,,,,,28335,,
análise,pt,,,,,,28336,,
analista,pt,,,,,,28337,,
analista de desempenho,pt,,,,,,8070,,
analítico,pt,,,,,,28338,,
anchova,pt,,,,,,17101,,
andador,pt,,,,,,1952,,
andar,pt,,,,,,28496,,
andar,pt,,,,,,27994,,
andar,pt,,,,,,26397,,
andar,pt,,,,,,23024,,
andar,pt,,,,,,4652,,
android,pt,,,,,,15526,,
amor perfeito,en,,,,,,14664,,
amorous,en,,,,,,3731,,7310
amorti,en,,,,,,16547,,
amount,en,,,,,,26871 26799 3348 1136,,8461 13662 3381 16492
amphetamine,en,,,,,,17992,,7055
amphora,en,,,,,,9177,,1664
ample,en,,,,,,31822 29128,,17858 6044
amplify,en,,,255,,,,,
ampule,en,,,,,,9178,,4208
amputate,en,,,,,,27525,,17368
amuse,en,,,,,,7052,,12087
amused,en,,,,,,12255,,8778
amusement,en,,,,,,12256,,7292
amusement center,en,,,,,,19262,,
amusement park,en,,,,,,5227,,
amusing,en,,,,,,31266,,6815
amylum,en,,,,,,17273,,
analyse,en,,,,,,28384,,439
accès,fr,,,,66 107,,15799 6135,,
accompagner,fr,,,,,,9522,,
accord,fr,,,,,,3050,,
accouplement,fr,,,1129,,,,,
anelar,pt,,,,,,10211,,
anelar,pt,,,,,,4007,,
anemia,pt,,,,,,32003,,
anemia,pt,,,,,,20495,,
anemia falciforme,pt,,,,,,20494,,
anestesiologista,pt,,,,,,21222,,
aneurisma,pt,,,,,,20496,,
anexar,pt,,,,,,2530,,
anexo,pt,,,,,,5056,,
anexo,pt,,,,,,343,,
angioplastia,pt,,,,,,21060,,
angiosperma,pt,,,,,,25680,,
ângulo,pt,,,,,,28866,,
angústia,pt,,,,,,12090,,
angustiado,pt,,,,,,12091,,
angustiante,pt,,,,,,31122,,
anilha,pt,,,,,,1670,,
animação,pt,,,,,,17644,,
animado,pt,,,,,,31123,,
animado,pt,,,,,,18944,,
animador,pt,,,,,,31124,,
animal,pt,,,,,,1187,,
animal,pt,,,106,,,,,
animar,pt,,,,,,30961,,
anis,pt,,,,,,17102,,
anis,pt,,,,,,14440,,
aniversário,pt,,,,,,8451,,
anjo,pt,,,,,,24061,,
anlodipino,pt,,,,,,21365,,
ano,pt,,,,,,20319,,
ano,pt,,,,,,19385,,
ano,pt,,,,,,5932,,
ano-luz,pt,,,,,,20364,,
anoitar,pt,,,,,,33027,,
anoitecer,pt,,,,,,33028,,
anorexia,pt,,,,,,32004,,
anormalidade,pt,,,,,,15033,,
anosmia,pt,,,,,,32005,,
accoupler,fr,,,1130,,,,,
anosmia,pt,,,,,,20497,,
anotação,pt,,,,,,32831,,
anquilosante,pt,,,,,,10121,,
anseio,pt,,,,,,10596,,
analysis,en,,,,,,28385,,440
analyst,en,,,,,,28386,,4281
analytic,en,,,,,,28387,,12680
ancestor,en,,,,,,18457,,2868
ancestral,en,,,,,,18458,,5306
anchor,en,,,,,,2539,,5159
anchored,en,,,,,,3266,,5559
anchovy,en,,,,,,17274,,
ancient,en,,,,,,32514 840,,10072 14655
and,en,,,,,,27316,,
anesthesiologist,en,,,,,,21257,,4567
accroissement,fr,,,441,,,7449 7448,,
ânsia,pt,,,,,,32006,,
ânsia,pt,,,,,,10597,,
anger,en,,,,,,30974 12257,,7254 783
angle,en,,,,,,23709 22135,,12989 1054
angled,en,,,,,,2889,,
angry,en,,,,,,12258,,769
anguish,en,,,,,,12259,,7261
anguished,en,,,,,,12260,,7200
angular,en,,,,,,3805,,3589
anhydrate,en,,,,,,7002,,13495
animal,en,,,76,,,1260,,17632
animal feed store,en,,,,,,5772,,
animal protection organization,en,,,,,,19263,,
ankle,en,,,,,,4281,,2379
anklet,en,,,,,,390,,3358
annihilate,en,,,,,,18346 10705,,7629 8631
annihilation,en,,,,,,18347 10706,,7630 8914
anniversary,en,,,,,,8458,,
announce,en,,,,,,30863 22983,,10368 683
announcement,en,,,,,,30864,,684
annoy,en,,,,,,30975,,784
annoyance,en,,,,,,31267 12261,,7263 6773
ansiar,pt,,,,,,10598,,
ansiedade,pt,,,,,,32007,,
ansiedade,pt,,,,,,20498,,
ansiolítico,pt,,,,,,21367,,
ansiolítico,pt,,,,,,21366,,
ansioso,pt,,,,,,12092,,
ansioso,pt,,,,,,10599,,
antar,pt,,,,,,32946,,
ante,pt,,,,,,32947,,
ante,pt,,,,,,4008,,
ante-sala,pt,,,,,,4653,,
antebraço,pt,,,,,,4009,,
antecâmara,pt,,,,,,4654,,
antepassado,pt,,,,,,18419,,
anterior,pt,,,,,,27342,,
anterior,pt,,,,,,23387,,
anteriormente,pt,,,,,,32948,,
anteriormente,pt,,,,,,27343,,
antes,pt,,,,,,32949,,
anti-higiênico,pt,,,,,,15684,,
anti-hipertensivo,pt,,,,,,21368,,
antiácido,pt,,,,,,21369,,
antialérgico,pt,,,,,,21371,,
antialérgico,pt,,,,,,21370,,
antibiograma,pt,,,,,,15806,,
antibiótico,pt,,,,,,21373,,
antibiótico,pt,,,,,,21372,,
anticoagulante,pt,,,,,,21375,,
anticoagulante,pt,,,,,,21374,,
anticoncepcional,pt,,,,,,21377,,
anticoncepcional,pt,,,,,,21376,,
anticonvulsivante,pt,,,,,,21379,,
annoyed,en,,,,,,12262 1368,,14934
annoying,en,,,,,,31268,,6380
annual,en,,,,,,15142,,1724
annul,en,,,,,,33827,,
anoint,en,,,,,,28048 14098,,1008 5495
anorexia,en,,,,,,20959,,4354
another,en,,,,,,16329 16328,,10175 10178
answer,en,,,,,,27862 8766 8765,,660 661 17254
ant,en,,,,,,1261,,
anticonvulsivante,pt,,,,,,21378,,
antidepressivo,pt,,,,,,21381,,
antidepressivo,pt,,,,,,21380,,
antiético,pt,,,,,,21954,,
antifúngico,pt,,,,,,21382,,
antigamente,pt,,,,,,32471,,
antigamente,pt,,,,,,27344,,
antígeno,pt,,,,,,9726,,
antigo,pt,,,,,,32472,,
antagonize,en,,,,,,30976,,785
ante,en,,,,,,32990,,14091
antecedent,en,,,,,,27380,,1743
antechamber,en,,,,,,4737,,3160
antelope,en,,,,,,1262,,
antenna,en,,,,,,4282,,2542
anteroom,en,,,,,,4738,,3161
anthropologist,en,,,,,,24711,,18368
anticipate,en,,,,,,13252,,253
antipathy,en,,,,,,13520,,11974
antique shop,en,,,,,,5773,,
antler,en,,,,,,4283,,2515
antonym,en,,,,,,34867,,7475
anus,en,,,,,,4284,,2380
anxious,en,,,,,,12263,,6934
any,en,,,,,,26800,,13745
anyhow,en,,,,,,26231,,18571
anyone,en,,,,,,23866,,
anything,en,,,,,,12769,,
anyway,en,,,,,,26232,,18570
anywhere,en,,,,,,19033,,
apartment,en,,,,,,5229 4739,,3231
apartment building,en,,,,,,5228 309,,
ape,en,,,,,,16110,,13033
apertif,en,,,,,,14665,,
apex,en,,,,,,23454,,5733
apocalypse,en,,,,,,6342,,2347
apologize,en,,,,,,9359,,
apostle,en,,,,,,24712,,
appalled,en,,,,,,12264,,771
appalling,en,,,,,,31269 10477,,6133 6392
apparatus,en,,,,,,30094,,2182
apparel,en,,,,,,7794,,3059
appeal,en,,,,,,30977 27710 2799 1374 1373,,7979 7980 15082 638
appear,en,,,,,,26683 25152 15436 8369 7701 3211 1641,,16415 16419 16488 5751 1321 16437 16494
appellant,en,,,,,,1375,,7983
appellate,en,,,,,,1376,,7981
append,en,,,,,,2540,,11872
appendage,en,,,,,,4285,,2845
appetiser,en,,,,,,14961 14666,,
appetizer,en,,,,,,14962 14667,,
applaud,en,,,,,,18094 9707,,284
accroître,fr,,,283 442,,,,,
accumulateur,fr,,,1484,,,,,
accumulation,fr,,,10,,,,,
accumuler,fr,,,11,,,,,
acidifiant,fr,,,347,,,,,
acidification,fr,,,479,,,,,
acidifié,fr,,,150,,,,,
acidifier,fr,,,124 480,,,,,
activité,fr,,,753,,,,,
actualiser,fr,,,,207,,,,
antigo,pt,,,,,,30687,,
antigo,pt,,,,,,822,,
antigripal,pt,,,,,,21383,,
antiguidade,pt,,,,,,27345,,
antiguidade,pt,,,,,,1671,,
antiinflamatório,pt,,,,,,21385,,
antiinflamatório,pt,,,,,,21384,,
antimicrobiano,pt,,,,,,517,,
antipatia,pt,,,,,,13436,,
antipático,pt,,,,,,29345,,
antipático,pt,,,,,,12093,,
antiquário,pt,,,,,,5639,,
antirrábica,pt,,,,,,21386,,
antitetânica,pt,,,,,,21387,,
antonímia,pt,,,,,,22825,,
antropólogo,pt,,,,,,24468,,
anual,pt,,,,,,15034,,
anualmente,pt,,,,,,15035,,
anular,pt,,,,,,33816,,
anunciar,pt,,,,,,30764,,
anunciar,pt,,,,,,15886,,
anúncio,pt,,,,,,30765,,
anúria,pt,,,,,,20499,,
ânus,pt,,,,,,4010,,
ao,pt,,,,,,32950,,
ao,pt,,,,,,31851,,
ao,pt,,,,,,30738,,
ao,pt,,,,,,27501,,
ao,pt,,,,,,20431,,
ao,pt,,,,,,12934,,
ao,pt,,,,,,12850,,
ao,pt,,,,,,12481,,
ao,pt,,,,,,6648,,
ao,pt,,,,,,5933,,
ao lado,pt,,,,,,29600,,
ao lado,pt,,,,,,22759,,
ao lado de,pt,,,,,,22758,,
ao longo de,pt,,,,,,32473,,
ao longo de,pt,,,,,,19505,,
ao redor de,pt,,,,,,31958,,
aonde,pt,,,,,,29588,,
aonde,pt,,,,,,19506,,
apagar,pt,,,,,,26750,,
apagar,pt,,,,,,12796,,
apagar,pt,,,,,,11760,,
apagar,pt,,,,,,7422,,
apaixonadamente,pt,,,,,,19891,,
apaixonado,pt,,,,,,21848,,
apaixonado,pt,,,,,,18073,,
apple,en,,,,,,14668,,5059
appliance,en,,,,,,,,2208
appliance store,en,,,,,,5774,,
application,en,,,,,,33953 26733,,11723
apply,en,,,,,,33954 8333,,18011 11697
apaixonante,pt,,,,,,31125,,
apply for,en,,,,,,27711,,
